"","Country.Region","date","CumCaseNumber","IncCaseNumber","geo","Continent","country_region"
"1876","Argentina",2020-06-18,37510,1958,"AR","SA","Argentina"
"1877","Argentina",2020-06-19,39570,2060,"AR","SA","Argentina"
"1878","Argentina",2020-06-20,41204,1634,"AR","SA","Argentina"
"1879","Argentina",2020-06-21,42785,1581,"AR","SA","Argentina"
"1880","Argentina",2020-06-22,44931,2146,"AR","SA","Argentina"
"1881","Argentina",2020-06-23,47203,2272,"AR","SA","Argentina"
"1882","Argentina",2020-06-24,49851,2648,"AR","SA","Argentina"
"1883","Argentina",2020-06-25,52457,2606,"AR","SA","Argentina"
"1884","Argentina",2020-06-26,55343,2886,"AR","SA","Argentina"
"1885","Argentina",2020-06-27,57744,2401,"AR","SA","Argentina"
"1886","Argentina",2020-06-28,59933,2189,"AR","SA","Argentina"
"1887","Argentina",2020-06-29,62268,2335,"AR","SA","Argentina"
"1888","Argentina",2020-06-30,64530,2262,"AR","SA","Argentina"
"1889","Argentina",2020-07-01,67197,2667,"AR","SA","Argentina"
"1890","Argentina",2020-07-02,69941,2744,"AR","SA","Argentina"
"1891","Argentina",2020-07-03,72786,2845,"AR","SA","Argentina"
"1892","Argentina",2020-07-04,75376,2590,"AR","SA","Argentina"
"1893","Argentina",2020-07-05,77815,2439,"AR","SA","Argentina"
"1894","Argentina",2020-07-06,80447,2632,"AR","SA","Argentina"
"1895","Argentina",2020-07-07,83426,2979,"AR","SA","Argentina"
"1896","Argentina",2020-07-08,87030,3604,"AR","SA","Argentina"
"1897","Argentina",2020-07-09,90693,3663,"AR","SA","Argentina"
"1898","Argentina",2020-07-10,94060,3367,"AR","SA","Argentina"
"1899","Argentina",2020-07-11,97509,3449,"AR","SA","Argentina"
"1900","Argentina",2020-07-12,100166,2657,"AR","SA","Argentina"
"1901","Argentina",2020-07-13,103265,3099,"AR","SA","Argentina"
"1902","Argentina",2020-07-14,106910,3645,"AR","SA","Argentina"
"1903","Argentina",2020-07-15,111146,4236,"AR","SA","Argentina"
"1904","Argentina",2020-07-16,114783,3637,"AR","SA","Argentina"
"1905","Argentina",2020-07-17,119301,4518,"AR","SA","Argentina"
"1906","Argentina",2020-07-18,122524,3223,"AR","SA","Argentina"
"1907","Argentina",2020-07-19,126755,4231,"AR","SA","Argentina"
"1908","Argentina",2020-07-20,130774,4019,"AR","SA","Argentina"
"1909","Argentina",2020-07-21,136118,5344,"AR","SA","Argentina"
"1910","Argentina",2020-07-22,141900,5782,"AR","SA","Argentina"
"1911","Argentina",2020-07-23,148027,6127,"AR","SA","Argentina"
"1912","Argentina",2020-07-24,153520,5493,"AR","SA","Argentina"
"1913","Argentina",2020-07-25,158334,4814,"AR","SA","Argentina"
"1914","Argentina",2020-07-26,162526,4192,"AR","SA","Argentina"
"1915","Argentina",2020-07-27,167416,4890,"AR","SA","Argentina"
"1916","Argentina",2020-07-28,173355,5939,"AR","SA","Argentina"
"1917","Argentina",2020-07-29,178996,5641,"AR","SA","Argentina"
"1918","Argentina",2020-07-30,185373,6377,"AR","SA","Argentina"
"1919","Argentina",2020-07-31,191302,5929,"AR","SA","Argentina"
"1920","Argentina",2020-08-01,196543,5241,"AR","SA","Argentina"
"1921","Argentina",2020-08-02,201919,5376,"AR","SA","Argentina"
"1922","Argentina",2020-08-03,206743,4824,"AR","SA","Argentina"
"1923","Argentina",2020-08-04,213535,6792,"AR","SA","Argentina"
"1924","Argentina",2020-08-05,220682,7147,"AR","SA","Argentina"
"1925","Argentina",2020-08-06,228195,7513,"AR","SA","Argentina"
"1926","Argentina",2020-08-07,235677,7482,"AR","SA","Argentina"
"1927","Argentina",2020-08-08,241811,6134,"AR","SA","Argentina"
"1928","Argentina",2020-08-09,246499,4688,"AR","SA","Argentina"
"1929","Argentina",2020-08-10,253868,7369,"AR","SA","Argentina"
"1930","Argentina",2020-08-11,260911,7043,"AR","SA","Argentina"
"1931","Argentina",2020-08-12,268574,7663,"AR","SA","Argentina"
"1932","Argentina",2020-08-13,276072,7498,"AR","SA","Argentina"
"1933","Argentina",2020-08-14,282437,6365,"AR","SA","Argentina"
"1934","Argentina",2020-08-15,289100,6663,"AR","SA","Argentina"
"1935","Argentina",2020-08-16,294569,5469,"AR","SA","Argentina"
"1936","Argentina",2020-08-17,299126,4557,"AR","SA","Argentina"
"1937","Argentina",2020-08-18,305966,6840,"AR","SA","Argentina"
"1938","Argentina",2020-08-19,312659,6693,"AR","SA","Argentina"
"1939","Argentina",2020-08-20,320884,8225,"AR","SA","Argentina"
"1940","Argentina",2020-08-21,329043,8159,"AR","SA","Argentina"
"1941","Argentina",2020-08-22,336802,7759,"AR","SA","Argentina"
"1942","Argentina",2020-08-23,342154,5352,"AR","SA","Argentina"
"1943","Argentina",2020-08-24,350867,8713,"AR","SA","Argentina"
"1944","Argentina",2020-08-25,359638,8771,"AR","SA","Argentina"
"1945","Argentina",2020-08-26,370188,10550,"AR","SA","Argentina"
"1946","Argentina",2020-08-27,380292,10104,"AR","SA","Argentina"
"1947","Argentina",2020-08-28,392009,11717,"AR","SA","Argentina"
"1948","Argentina",2020-08-29,401239,9230,"AR","SA","Argentina"
"1949","Argentina",2020-08-30,408426,7187,"AR","SA","Argentina"
"1950","Argentina",2020-08-31,417735,9309,"AR","SA","Argentina"
"1951","Argentina",2020-09-01,428239,10504,"AR","SA","Argentina"
"1952","Argentina",2020-09-02,439172,10933,"AR","SA","Argentina"
"1953","Argentina",2020-09-03,451198,12026,"AR","SA","Argentina"
"1954","Argentina",2020-09-04,461882,10684,"AR","SA","Argentina"
"1955","Argentina",2020-09-05,471806,9924,"AR","SA","Argentina"
"1956","Argentina",2020-09-06,478792,6986,"AR","SA","Argentina"
"1957","Argentina",2020-09-07,488007,9215,"AR","SA","Argentina"
"1958","Argentina",2020-09-08,500034,12027,"AR","SA","Argentina"
"1959","Argentina",2020-09-09,512293,12259,"AR","SA","Argentina"
"1960","Argentina",2020-09-10,524198,11905,"AR","SA","Argentina"
"1961","Argentina",2020-09-11,535705,11507,"AR","SA","Argentina"
"1962","Argentina",2020-09-12,546481,10776,"AR","SA","Argentina"
"1963","Argentina",2020-09-13,555537,9056,"AR","SA","Argentina"
"1964","Argentina",2020-09-14,565446,9909,"AR","SA","Argentina"
"1965","Argentina",2020-09-15,577338,11892,"AR","SA","Argentina"
"1966","Argentina",2020-09-16,589012,11674,"AR","SA","Argentina"
"1967","Argentina",2020-09-17,601713,12701,"AR","SA","Argentina"
"1968","Argentina",2020-09-18,613658,11945,"AR","SA","Argentina"
"1969","Argentina",2020-09-19,622934,9276,"AR","SA","Argentina"
"1970","Argentina",2020-09-20,631365,8431,"AR","SA","Argentina"
"1971","Argentina",2020-09-21,640147,8782,"AR","SA","Argentina"
"1972","Argentina",2020-09-22,652174,12027,"AR","SA","Argentina"
"1973","Argentina",2020-09-23,664799,12625,"AR","SA","Argentina"
"1974","Argentina",2020-09-24,678266,13467,"AR","SA","Argentina"
"1975","Argentina",2020-09-25,691235,12969,"AR","SA","Argentina"
"1976","Argentina",2020-09-26,702484,11249,"AR","SA","Argentina"
"1977","Argentina",2020-09-27,711325,8841,"AR","SA","Argentina"
"1978","Argentina",2020-09-28,723132,11807,"AR","SA","Argentina"
"1979","Argentina",2020-09-29,736609,13477,"AR","SA","Argentina"
"1980","Argentina",2020-09-30,751001,14392,"AR","SA","Argentina"
"1981","Argentina",2020-10-01,765002,14001,"AR","SA","Argentina"
"1982","Argentina",2020-10-02,779689,14687,"AR","SA","Argentina"
"1983","Argentina",2020-10-03,790818,11129,"AR","SA","Argentina"
"1984","Argentina",2020-10-04,798486,7668,"AR","SA","Argentina"
"1985","Argentina",2020-10-05,809728,11242,"AR","SA","Argentina"
"1986","Argentina",2020-10-06,824468,14740,"AR","SA","Argentina"
"1987","Argentina",2020-10-07,840915,16447,"AR","SA","Argentina"
"1988","Argentina",2020-10-08,856369,15454,"AR","SA","Argentina"
"1989","Argentina",2020-10-09,871468,15099,"AR","SA","Argentina"
"1990","Argentina",2020-10-10,883882,12414,"AR","SA","Argentina"
"1991","Argentina",2020-10-11,894206,10324,"AR","SA","Argentina"
"1992","Argentina",2020-10-12,903730,9524,"AR","SA","Argentina"
"1993","Argentina",2020-10-13,917035,13305,"AR","SA","Argentina"
"1994","Argentina",2020-10-14,931967,14932,"AR","SA","Argentina"
"1995","Argentina",2020-10-15,949063,17096,"AR","SA","Argentina"
"1996","Argentina",2020-10-16,965609,16546,"AR","SA","Argentina"
"1997","Argentina",2020-10-17,979119,13510,"AR","SA","Argentina"
"1998","Argentina",2020-10-18,989680,10561,"AR","SA","Argentina"
"1999","Argentina",2020-10-19,1002662,12982,"AR","SA","Argentina"
"2000","Argentina",2020-10-20,1018999,16337,"AR","SA","Argentina"
"2001","Argentina",2020-10-21,1037325,18326,"AR","SA","Argentina"
"2002","Argentina",2020-10-22,1053650,16325,"AR","SA","Argentina"
"2003","Argentina",2020-10-23,1069368,15718,"AR","SA","Argentina"
"2004","Argentina",2020-10-24,1081336,11968,"AR","SA","Argentina"
"2005","Argentina",2020-10-25,1090589,9253,"AR","SA","Argentina"
"2006","Argentina",2020-10-26,1102301,11712,"AR","SA","Argentina"
"2007","Argentina",2020-10-27,1116609,14308,"AR","SA","Argentina"
"2008","Argentina",2020-10-28,1130533,13924,"AR","SA","Argentina"
"2009","Argentina",2020-10-29,1143800,13267,"AR","SA","Argentina"
"2010","Argentina",2020-10-30,1157179,13379,"AR","SA","Argentina"
"2011","Argentina",2020-10-31,1166924,9745,"AR","SA","Argentina"
"2012","Argentina",2020-11-01,1173533,6609,"AR","SA","Argentina"
"2013","Argentina",2020-11-02,1183131,9598,"AR","SA","Argentina"
"2014","Argentina",2020-11-03,1195276,12145,"AR","SA","Argentina"
"2015","Argentina",2020-11-04,1205928,10652,"AR","SA","Argentina"
"2016","Argentina",2020-11-05,1217028,11100,"AR","SA","Argentina"
"2017","Armenia",2020-01-23,0,0,"AM","AS","Armenia"
"2018","Armenia",2020-01-24,0,0,"AM","AS","Armenia"
"2019","Armenia",2020-01-25,0,0,"AM","AS","Armenia"
"2020","Armenia",2020-01-26,0,0,"AM","AS","Armenia"
"2021","Armenia",2020-01-27,0,0,"AM","AS","Armenia"
"2022","Armenia",2020-01-28,0,0,"AM","AS","Armenia"
"2023","Armenia",2020-01-29,0,0,"AM","AS","Armenia"
"2024","Armenia",2020-01-30,0,0,"AM","AS","Armenia"
"2025","Armenia",2020-01-31,0,0,"AM","AS","Armenia"
"2026","Armenia",2020-02-01,0,0,"AM","AS","Armenia"
"2027","Armenia",2020-02-02,0,0,"AM","AS","Armenia"
"2028","Armenia",2020-02-03,0,0,"AM","AS","Armenia"
"2029","Armenia",2020-02-04,0,0,"AM","AS","Armenia"
"2030","Armenia",2020-02-05,0,0,"AM","AS","Armenia"
"2031","Armenia",2020-02-06,0,0,"AM","AS","Armenia"
"2032","Armenia",2020-02-07,0,0,"AM","AS","Armenia"
"2033","Armenia",2020-02-08,0,0,"AM","AS","Armenia"
"2034","Armenia",2020-02-09,0,0,"AM","AS","Armenia"
"2035","Armenia",2020-02-10,0,0,"AM","AS","Armenia"
"2036","Armenia",2020-02-11,0,0,"AM","AS","Armenia"
"2037","Armenia",2020-02-12,0,0,"AM","AS","Armenia"
"2038","Armenia",2020-02-13,0,0,"AM","AS","Armenia"
"2039","Armenia",2020-02-14,0,0,"AM","AS","Armenia"
"2040","Armenia",2020-02-15,0,0,"AM","AS","Armenia"
"2041","Armenia",2020-02-16,0,0,"AM","AS","Armenia"
"2042","Armenia",2020-02-17,0,0,"AM","AS","Armenia"
"2043","Armenia",2020-02-18,0,0,"AM","AS","Armenia"
"2044","Armenia",2020-02-19,0,0,"AM","AS","Armenia"
"2045","Armenia",2020-02-20,0,0,"AM","AS","Armenia"
"2046","Armenia",2020-02-21,0,0,"AM","AS","Armenia"
"2047","Armenia",2020-02-22,0,0,"AM","AS","Armenia"
"2048","Armenia",2020-02-23,0,0,"AM","AS","Armenia"
"2049","Armenia",2020-02-24,0,0,"AM","AS","Armenia"
"2050","Armenia",2020-02-25,0,0,"AM","AS","Armenia"
"2051","Armenia",2020-02-26,0,0,"AM","AS","Armenia"
"2052","Armenia",2020-02-27,0,0,"AM","AS","Armenia"
"2053","Armenia",2020-02-28,0,0,"AM","AS","Armenia"
"2054","Armenia",2020-02-29,0,0,"AM","AS","Armenia"
"2055","Armenia",2020-03-01,1,1,"AM","AS","Armenia"
"2056","Armenia",2020-03-02,1,0,"AM","AS","Armenia"
"2057","Armenia",2020-03-03,1,0,"AM","AS","Armenia"
"2058","Armenia",2020-03-04,1,0,"AM","AS","Armenia"
"2059","Armenia",2020-03-05,1,0,"AM","AS","Armenia"
"2060","Armenia",2020-03-06,1,0,"AM","AS","Armenia"
"2061","Armenia",2020-03-07,1,0,"AM","AS","Armenia"
"2062","Armenia",2020-03-08,1,0,"AM","AS","Armenia"
"2063","Armenia",2020-03-09,1,0,"AM","AS","Armenia"
"2064","Armenia",2020-03-10,1,0,"AM","AS","Armenia"
"2065","Armenia",2020-03-11,1,0,"AM","AS","Armenia"
"2066","Armenia",2020-03-12,4,3,"AM","AS","Armenia"
"2067","Armenia",2020-03-13,8,4,"AM","AS","Armenia"
"2068","Armenia",2020-03-14,18,10,"AM","AS","Armenia"
"2069","Armenia",2020-03-15,26,8,"AM","AS","Armenia"
"2070","Armenia",2020-03-16,52,26,"AM","AS","Armenia"
"2071","Armenia",2020-03-17,78,26,"AM","AS","Armenia"
"2072","Armenia",2020-03-18,84,6,"AM","AS","Armenia"
"2073","Armenia",2020-03-19,115,31,"AM","AS","Armenia"
"2074","Armenia",2020-03-20,136,21,"AM","AS","Armenia"
"2075","Armenia",2020-03-21,160,24,"AM","AS","Armenia"
"2076","Armenia",2020-03-22,194,34,"AM","AS","Armenia"
"2077","Armenia",2020-03-23,235,41,"AM","AS","Armenia"
"2078","Armenia",2020-03-24,249,14,"AM","AS","Armenia"
"2079","Armenia",2020-03-25,265,16,"AM","AS","Armenia"
"2080","Armenia",2020-03-26,290,25,"AM","AS","Armenia"
"2081","Armenia",2020-03-27,329,39,"AM","AS","Armenia"
"2082","Armenia",2020-03-28,407,78,"AM","AS","Armenia"
"2083","Armenia",2020-03-29,424,17,"AM","AS","Armenia"
"2084","Armenia",2020-03-30,482,58,"AM","AS","Armenia"
"2085","Armenia",2020-03-31,532,50,"AM","AS","Armenia"
"2086","Armenia",2020-04-01,571,39,"AM","AS","Armenia"
"2087","Armenia",2020-04-02,663,92,"AM","AS","Armenia"
"2088","Armenia",2020-04-03,736,73,"AM","AS","Armenia"
"2089","Armenia",2020-04-04,770,34,"AM","AS","Armenia"
"2090","Armenia",2020-04-05,822,52,"AM","AS","Armenia"
"2091","Armenia",2020-04-06,833,11,"AM","AS","Armenia"
"2092","Armenia",2020-04-07,853,20,"AM","AS","Armenia"
"2093","Armenia",2020-04-08,881,28,"AM","AS","Armenia"
"2094","Armenia",2020-04-09,921,40,"AM","AS","Armenia"
"2095","Armenia",2020-04-10,937,16,"AM","AS","Armenia"
"2096","Armenia",2020-04-11,967,30,"AM","AS","Armenia"
"2097","Armenia",2020-04-12,1013,46,"AM","AS","Armenia"
"2098","Armenia",2020-04-13,1039,26,"AM","AS","Armenia"
"2099","Armenia",2020-04-14,1067,28,"AM","AS","Armenia"
"2100","Armenia",2020-04-15,1111,44,"AM","AS","Armenia"
"2101","Armenia",2020-04-16,1159,48,"AM","AS","Armenia"
"2102","Armenia",2020-04-17,1201,42,"AM","AS","Armenia"
"2103","Armenia",2020-04-18,1248,47,"AM","AS","Armenia"
"2104","Armenia",2020-04-19,1291,43,"AM","AS","Armenia"
"2105","Armenia",2020-04-20,1339,48,"AM","AS","Armenia"
"2106","Armenia",2020-04-21,1401,62,"AM","AS","Armenia"
"2107","Armenia",2020-04-22,1473,72,"AM","AS","Armenia"
"2108","Armenia",2020-04-23,1523,50,"AM","AS","Armenia"
"2109","Armenia",2020-04-24,1596,73,"AM","AS","Armenia"
"2110","Armenia",2020-04-25,1677,81,"AM","AS","Armenia"
"2111","Armenia",2020-04-26,1746,69,"AM","AS","Armenia"
"2112","Armenia",2020-04-27,1808,62,"AM","AS","Armenia"
"2113","Armenia",2020-04-28,1867,59,"AM","AS","Armenia"
"2114","Armenia",2020-04-29,1932,65,"AM","AS","Armenia"
"2115","Armenia",2020-04-30,2066,134,"AM","AS","Armenia"
"2116","Armenia",2020-05-01,2148,82,"AM","AS","Armenia"
"2117","Armenia",2020-05-02,2273,125,"AM","AS","Armenia"
"2118","Armenia",2020-05-03,2386,113,"AM","AS","Armenia"
"2119","Armenia",2020-05-04,2507,121,"AM","AS","Armenia"
"2120","Armenia",2020-05-05,2619,112,"AM","AS","Armenia"
"2121","Armenia",2020-05-06,2782,163,"AM","AS","Armenia"
"2122","Armenia",2020-05-07,2884,102,"AM","AS","Armenia"
"2123","Armenia",2020-05-08,3029,145,"AM","AS","Armenia"
"2124","Armenia",2020-05-09,3175,146,"AM","AS","Armenia"
"2125","Armenia",2020-05-10,3313,138,"AM","AS","Armenia"
"2126","Armenia",2020-05-11,3392,79,"AM","AS","Armenia"
"2127","Armenia",2020-05-12,3538,146,"AM","AS","Armenia"
"2128","Armenia",2020-05-13,3718,180,"AM","AS","Armenia"
"2129","Armenia",2020-05-14,3860,142,"AM","AS","Armenia"
"2130","Armenia",2020-05-15,4044,184,"AM","AS","Armenia"
"2131","Armenia",2020-05-16,4283,239,"AM","AS","Armenia"
"2132","Armenia",2020-05-17,4472,189,"AM","AS","Armenia"
"2133","Armenia",2020-05-18,4823,351,"AM","AS","Armenia"
"2134","Armenia",2020-05-19,5041,218,"AM","AS","Armenia"
"2135","Armenia",2020-05-20,5271,230,"AM","AS","Armenia"
"2136","Armenia",2020-05-21,5606,335,"AM","AS","Armenia"
"2137","Armenia",2020-05-22,5928,322,"AM","AS","Armenia"
"2138","Armenia",2020-05-23,6302,374,"AM","AS","Armenia"
"2139","Armenia",2020-05-24,6661,359,"AM","AS","Armenia"
"2140","Armenia",2020-05-25,7113,452,"AM","AS","Armenia"
"2141","Armenia",2020-05-26,7402,289,"AM","AS","Armenia"
"2142","Armenia",2020-05-27,7774,372,"AM","AS","Armenia"
"2143","Armenia",2020-05-28,8216,442,"AM","AS","Armenia"
"2144","Armenia",2020-05-29,8676,460,"AM","AS","Armenia"
"2145","Armenia",2020-05-30,8927,251,"AM","AS","Armenia"
"2146","Armenia",2020-05-31,9282,355,"AM","AS","Armenia"
"2147","Armenia",2020-06-01,9492,210,"AM","AS","Armenia"
"2148","Armenia",2020-06-02,10009,517,"AM","AS","Armenia"
"2149","Armenia",2020-06-03,10524,515,"AM","AS","Armenia"
"2150","Armenia",2020-06-04,11221,697,"AM","AS","Armenia"
"2151","Armenia",2020-06-05,11817,596,"AM","AS","Armenia"
"2152","Armenia",2020-06-06,12364,547,"AM","AS","Armenia"
"2153","Armenia",2020-06-07,13130,766,"AM","AS","Armenia"
"2154","Armenia",2020-06-08,13325,195,"AM","AS","Armenia"
"2155","Armenia",2020-06-09,13675,350,"AM","AS","Armenia"
"2156","Armenia",2020-06-10,14103,428,"AM","AS","Armenia"
"2157","Armenia",2020-06-11,14669,566,"AM","AS","Armenia"
"2158","Armenia",2020-06-12,15281,612,"AM","AS","Armenia"
"2159","Armenia",2020-06-13,16004,723,"AM","AS","Armenia"
"2160","Armenia",2020-06-14,16667,663,"AM","AS","Armenia"
"2161","Armenia",2020-06-15,17064,397,"AM","AS","Armenia"
"2162","Armenia",2020-06-16,17489,425,"AM","AS","Armenia"
"2163","Armenia",2020-06-17,18033,544,"AM","AS","Armenia"
"2164","Armenia",2020-06-18,18698,665,"AM","AS","Armenia"
"2165","Armenia",2020-06-19,19157,459,"AM","AS","Armenia"
"2166","Armenia",2020-06-20,19708,551,"AM","AS","Armenia"
"2167","Armenia",2020-06-21,20268,560,"AM","AS","Armenia"
"2168","Armenia",2020-06-22,20588,320,"AM","AS","Armenia"
"2169","Armenia",2020-06-23,21006,418,"AM","AS","Armenia"
"2170","Armenia",2020-06-24,21717,711,"AM","AS","Armenia"
"2171","Armenia",2020-06-25,22488,771,"AM","AS","Armenia"
"2172","Armenia",2020-06-26,23247,759,"AM","AS","Armenia"
"2173","Armenia",2020-06-27,23909,662,"AM","AS","Armenia"
"2174","Armenia",2020-06-28,24645,736,"AM","AS","Armenia"
"2175","Armenia",2020-06-29,25127,482,"AM","AS","Armenia"
"2176","Armenia",2020-06-30,25542,415,"AM","AS","Armenia"
"2177","Armenia",2020-07-01,26065,523,"AM","AS","Armenia"
"2178","Armenia",2020-07-02,26658,593,"AM","AS","Armenia"
"2179","Armenia",2020-07-03,27320,662,"AM","AS","Armenia"
"2180","Armenia",2020-07-04,27900,580,"AM","AS","Armenia"
"2181","Armenia",2020-07-05,28606,706,"AM","AS","Armenia"
"2182","Armenia",2020-07-06,28936,330,"AM","AS","Armenia"
"2183","Armenia",2020-07-07,29285,349,"AM","AS","Armenia"
"2184","Armenia",2020-07-08,29820,535,"AM","AS","Armenia"
"2185","Armenia",2020-07-09,30346,526,"AM","AS","Armenia"
"2186","Armenia",2020-07-10,30903,557,"AM","AS","Armenia"
"2187","Armenia",2020-07-11,31392,489,"AM","AS","Armenia"
"2188","Armenia",2020-07-12,31969,577,"AM","AS","Armenia"
"2189","Armenia",2020-07-13,32151,182,"AM","AS","Armenia"
"2190","Armenia",2020-07-14,32490,339,"AM","AS","Armenia"
"2191","Armenia",2020-07-15,33005,515,"AM","AS","Armenia"
"2192","Armenia",2020-07-16,33559,554,"AM","AS","Armenia"
"2193","Armenia",2020-07-17,34001,442,"AM","AS","Armenia"
"2194","Armenia",2020-07-18,34462,461,"AM","AS","Armenia"
"2195","Armenia",2020-07-19,34877,415,"AM","AS","Armenia"
"2196","Armenia",2020-07-20,34981,104,"AM","AS","Armenia"
"2197","Armenia",2020-07-21,35254,273,"AM","AS","Armenia"
"2198","Armenia",2020-07-22,35693,439,"AM","AS","Armenia"
"2199","Armenia",2020-07-23,36162,469,"AM","AS","Armenia"
"2200","Armenia",2020-07-24,36613,451,"AM","AS","Armenia"
"2201","Armenia",2020-07-25,36996,383,"AM","AS","Armenia"
"2202","Armenia",2020-07-26,37317,321,"AM","AS","Armenia"
"2203","Armenia",2020-07-27,37390,73,"AM","AS","Armenia"
"2204","Armenia",2020-07-28,37629,239,"AM","AS","Armenia"
"2205","Armenia",2020-07-29,37937,308,"AM","AS","Armenia"
"2206","Armenia",2020-07-30,38196,259,"AM","AS","Armenia"
"2207","Armenia",2020-07-31,38550,354,"AM","AS","Armenia"
"2208","Armenia",2020-08-01,38841,291,"AM","AS","Armenia"
"2209","Armenia",2020-08-02,39050,209,"AM","AS","Armenia"
"2210","Armenia",2020-08-03,39102,52,"AM","AS","Armenia"
"2211","Armenia",2020-08-04,39298,196,"AM","AS","Armenia"
"2212","Armenia",2020-08-05,39586,288,"AM","AS","Armenia"
"2213","Armenia",2020-08-06,39819,233,"AM","AS","Armenia"
"2214","Armenia",2020-08-07,39985,166,"AM","AS","Armenia"
"2215","Armenia",2020-08-08,40185,200,"AM","AS","Armenia"
"2216","Armenia",2020-08-09,40410,225,"AM","AS","Armenia"
"2217","Armenia",2020-08-10,40433,23,"AM","AS","Armenia"
"2218","Armenia",2020-08-11,40593,160,"AM","AS","Armenia"
"2219","Armenia",2020-08-12,40794,201,"AM","AS","Armenia"
"2220","Armenia",2020-08-13,41023,229,"AM","AS","Armenia"
"2221","Armenia",2020-08-14,41299,276,"AM","AS","Armenia"
"2222","Armenia",2020-08-15,41495,196,"AM","AS","Armenia"
"2223","Armenia",2020-08-16,41663,168,"AM","AS","Armenia"
"2224","Armenia",2020-08-17,41701,38,"AM","AS","Armenia"
"2225","Armenia",2020-08-18,41846,145,"AM","AS","Armenia"
"2226","Armenia",2020-08-19,42056,210,"AM","AS","Armenia"
"2227","Armenia",2020-08-20,42319,263,"AM","AS","Armenia"
"2228","Armenia",2020-08-21,42477,158,"AM","AS","Armenia"
"2229","Armenia",2020-08-22,42616,139,"AM","AS","Armenia"
"2230","Armenia",2020-08-23,42792,176,"AM","AS","Armenia"
"2231","Armenia",2020-08-24,42825,33,"AM","AS","Armenia"
"2232","Armenia",2020-08-25,42936,111,"AM","AS","Armenia"
"2233","Armenia",2020-08-26,43067,131,"AM","AS","Armenia"
"2234","Armenia",2020-08-27,43270,203,"AM","AS","Armenia"
"2235","Armenia",2020-08-28,43451,181,"AM","AS","Armenia"
"2236","Armenia",2020-08-29,43626,175,"AM","AS","Armenia"
"2237","Armenia",2020-08-30,43750,124,"AM","AS","Armenia"
"2238","Armenia",2020-08-31,43781,31,"AM","AS","Armenia"
"2239","Armenia",2020-09-01,43878,97,"AM","AS","Armenia"
"2240","Armenia",2020-09-02,44075,197,"AM","AS","Armenia"
"2241","Armenia",2020-09-03,44271,196,"AM","AS","Armenia"
"2242","Armenia",2020-09-04,44461,190,"AM","AS","Armenia"
"2243","Armenia",2020-09-05,44649,188,"AM","AS","Armenia"
"2244","Armenia",2020-09-06,44783,134,"AM","AS","Armenia"
"2245","Armenia",2020-09-07,44845,62,"AM","AS","Armenia"
"2246","Armenia",2020-09-08,44953,108,"AM","AS","Armenia"
"2247","Armenia",2020-09-09,45152,199,"AM","AS","Armenia"
"2248","Armenia",2020-09-10,45326,174,"AM","AS","Armenia"
"2249","Armenia",2020-09-11,45503,177,"AM","AS","Armenia"
"2250","Armenia",2020-09-12,45675,172,"AM","AS","Armenia"
"2251","Armenia",2020-09-13,45862,187,"AM","AS","Armenia"
"2252","Armenia",2020-09-14,45969,107,"AM","AS","Armenia"
"2253","Armenia",2020-09-15,46119,150,"AM","AS","Armenia"
"2254","Armenia",2020-09-16,46376,257,"AM","AS","Armenia"
"2255","Armenia",2020-09-17,46671,295,"AM","AS","Armenia"
"2256","Armenia",2020-09-18,46910,239,"AM","AS","Armenia"
"2257","Armenia",2020-09-19,47154,244,"AM","AS","Armenia"
"2258","Armenia",2020-09-20,47431,277,"AM","AS","Armenia"
"2259","Armenia",2020-09-21,47552,121,"AM","AS","Armenia"
"2260","Armenia",2020-09-22,47667,115,"AM","AS","Armenia"
"2261","Armenia",2020-09-23,47877,210,"AM","AS","Armenia"
"2262","Armenia",2020-09-24,48251,374,"AM","AS","Armenia"
"2263","Armenia",2020-09-25,48643,392,"AM","AS","Armenia"
"2264","Armenia",2020-09-26,49072,429,"AM","AS","Armenia"
"2265","Armenia",2020-09-27,49400,328,"AM","AS","Armenia"
"2266","Armenia",2020-09-28,49574,174,"AM","AS","Armenia"
"2267","Armenia",2020-09-29,49901,327,"AM","AS","Armenia"
"2268","Armenia",2020-09-30,50359,458,"AM","AS","Armenia"
"2269","Armenia",2020-10-01,50850,491,"AM","AS","Armenia"
"2270","Armenia",2020-10-02,51382,532,"AM","AS","Armenia"
"2271","Armenia",2020-10-03,51925,543,"AM","AS","Armenia"
"2272","Armenia",2020-10-04,52496,571,"AM","AS","Armenia"
"2273","Armenia",2020-10-05,52677,181,"AM","AS","Armenia"
"2274","Armenia",2020-10-06,53083,406,"AM","AS","Armenia"
"2275","Armenia",2020-10-07,53755,672,"AM","AS","Armenia"
"2276","Armenia",2020-10-08,54473,718,"AM","AS","Armenia"
"2277","Armenia",2020-10-09,55087,614,"AM","AS","Armenia"
"2278","Armenia",2020-10-10,55736,649,"AM","AS","Armenia"
"2279","Armenia",2020-10-11,56451,715,"AM","AS","Armenia"
"2280","Armenia",2020-10-12,56821,370,"AM","AS","Armenia"
"2281","Armenia",2020-10-13,57566,745,"AM","AS","Armenia"
"2282","Armenia",2020-10-14,58624,1058,"AM","AS","Armenia"
"2283","Armenia",2020-10-15,59995,1371,"AM","AS","Armenia"
